url,title,abstract
adt-type-meaning,"Same (ADT) type, different meaning","There are instances where the semantics of distinct types overlap. Through ADTs and OOP, it is possible to represent this using different sets of types, while still being able to work with the set unions and intersections in a way that is type safe."
